"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяет сценарий покупки: авторизация → добавление товаров → оформление заказа → проверка суммы","7963","Тест: Полный поток оформления заказа в интернет‑магазине","","2026-05-09","passed","2026-05-09","","test_shopping_cart_flow10","",""
